application_id,client_id,product,channel,region,amount_requested,submitted_at,source_system,is_test
APP-202081,CL-408329,Кредитная карта,Корпоративный менеджер,Южный,300000,2025-05-23 14:39:00,CRM,false
APP-203451,CL-451602,Кредитная карта,Мобильное приложение,Сибирский,300000,2025-06-20 10:07:00,CRM,false
APP-200783,CL-456858,Кредит наличными,Партнёрская сеть,Южный,300000,2025-04-20 13:56:00,АБС,false
APP-202423,CL-412100,Кредит наличными,Отделение,Центральный,2500000,2025-01-15 13:27:00,АБС,false
APP-202999,CL-411337,Кредит наличными,Партнёрская сеть,Сибирский,300000,2025-01-22 14:54:00,CRM,false
APP-203059,CL-444203,Кредит наличными,Отделение,Сибирский,300000,2025-05-28 14:20:00,АБС,false
APP-201720,CL-408602,Автокредит,Партнёрская сеть,Южный,800000,2025-02-17 13:16:00,CRM,false
APP-201189,CL-438896,Кредит наличными,Мобильное приложение,Центральный,500000,2025-03-22 11:53:00,АБС,false
APP-200629,CL-424594,Автокредит,Партнёрская сеть,Центральный,1200000,2025-04-29 17:43:00,CRM,false
APP-201394,CL-405123,Автокредит,Отделение,Центральный,500000,2025-03-07 12:46:00,АБС,false
APP-201543,CL-408520,Кредит наличными,Мобильное приложение,Сибирский,500000,2025-05-28 12:41:00,АБС,false
APP-202345,CL-454075,Кредит наличными,Отделение,Северо-Западный,500000,2025-06-28 11:04:00,АБС,false
APP-201370,CL-427524,Кредит для бизнеса,Мобильное приложение,Центральный,800000,2025-07-24 11:58:00,АБС,false
APP-203561,CL-427759,Автокредит,Мобильное приложение,Центральный,500000,2025-06-01 10:21:00,АБС,false
APP-201257,CL-440713,Автокредит,Отделение,Приволжский,500000,2025-05-27 13:42:00,АБС,false
APP-201352,CL-436439,Кредит для бизнеса,Мобильное приложение,Южный,800000,2025-04-16 08:52:00,CRM,false
APP-201161,CL-407882,Кредит наличными,Отделение,Приволжский,5000000,2025-02-13 09:33:00,АБС,false
APP-200557,CL-446221,Кредит наличными,Отделение,Центральный,5000000,2025-04-03 14:57:00,CRM,false
APP-202900,CL-446315,Автокредит,Партнёрская сеть,Сибирский,150000,2025-03-26 13:35:00,АБС,false
APP-201255,CL-424115,Кредит для бизнеса,Мобильное приложение,Приволжский,1200000,2025-07-27 09:05:00,CRM,false
APP-201712,CL-402775,Автокредит,Партнёрская сеть,Приволжский,800000,2025-05-01 15:33:00,CRM,false
APP-201434,CL-426395,Кредитная карта,Мобильное приложение,Северо-Западный,1200000,2025-06-08 11:20:00,АБС,false
APP-201849,CL-449562,Кредитная карта,Корпоративный менеджер,Южный,150000,2025-04-26 10:44:00,АБС,false
APP-200922,CL-410755,Кредит для бизнеса,Мобильное приложение,Центральный,150000,2025-07-01 18:38:00,АБС,false
APP-202562,CL-429514,Кредит наличными,Мобильное приложение,Центральный,150000,2025-04-14 10:46:00,АБС,false
APP-201897,CL-421308,Кредит наличными,Корпоративный менеджер,Приволжский,150000,2025-06-10 12:33:00,АБС,false
APP-202991,CL-454631,Кредит для бизнеса,Корпоративный менеджер,Северо-Западный,150000,2025-06-04 10:14:00,CRM,false
APP-200736,CL-413623,Кредит для бизнеса,Партнёрская сеть,Сибирский,2500000,2025-03-01 10:29:00,CRM,false
APP-202312,CL-453004,Кредит наличными,Мобильное приложение,Сибирский,1200000,2025-03-30 08:38:00,CRM,false
APP-200180,CL-437894,Кредит наличными,Мобильное приложение,Центральный,150000,2025-03-29 16:01:00,АБС,false
APP-201701,CL-410330,Кредит для бизнеса,Мобильное приложение,Центральный,1200000,2025-05-25 17:38:00,АБС,false
APP-203487,CL-447878,Кредит для бизнеса,Партнёрская сеть,Центральный,800000,2025-03-02 11:04:00,АБС,false
APP-202839,CL-411970,Кредит для бизнеса,Мобильное приложение,Северо-Западный,800000,2025-02-03 09:19:00,АБС,false
APP-202905,CL-422389,Автокредит,Корпоративный менеджер,Центральный,300000,2025-06-22 08:26:00,АБС,false
APP-201027,CL-402917,Кредит наличными,Мобильное приложение,Сибирский,300000,2025-03-20 10:45:00,CRM,false
APP-202202,CL-447801,Кредит наличными,Отделение,Центральный,150000,2025-03-18 11:13:00,АБС,false
APP-202685,CL-429905,Кредит для бизнеса,Партнёрская сеть,Приволжский,1200000,2025-06-29 18:22:00,АБС,false
APP-203005,CL-412387,Автокредит,Мобильное приложение,Центральный,1200000,2025-01-23 17:00:00,CRM,false
APP-200092,CL-TEST,Кредитная карта,Корпоративный менеджер,Северо-Западный,2500000,2025-05-03 18:42:00,CRM,true
APP-202377,CL-457804,Кредит наличными,Корпоративный менеджер,Сибирский,1200000,2025-07-28 08:18:00,АБС,false
APP-202466,CL-424604,Кредит наличными,Партнёрская сеть,Северо-Западный,1200000,2025-03-05 18:52:00,АБС,false
APP-201559,CL-TEST,Автокредит,Корпоративный менеджер,Северо-Западный,500000,2025-06-15 10:36:00,CRM,true
APP-200061,CL-442635,Кредит для бизнеса,Партнёрская сеть,Центральный,500000,2025-07-30 08:16:00,АБС,false
APP-201623,CL-438507,Кредит наличными,Мобильное приложение,Приволжский,300000,2025-02-14 17:01:00,АБС,false
APP-203031,CL-441423,Кредит наличными,Мобильное приложение,Центральный,2500000,2025-05-17 09:56:00,АБС,false
APP-202366,CL-417274,Кредитная карта,Отделение,Приволжский,800000,2025-07-25 18:24:00,АБС,false
APP-202975,CL-431775,Автокредит,Партнёрская сеть,Сибирский,300000,2025-06-11 19:57:00,АБС,false
APP-202276,CL-406464,Кредитная карта,Мобильное приложение,Северо-Западный,800000,2025-03-11 14:48:00,CRM,false
APP-201212,CL-439864,Кредит наличными,Отделение,Южный,300000,2025-05-24 19:03:00,АБС,false
APP-202563,CL-405869,Кредит для бизнеса,Корпоративный менеджер,Северо-Западный,300000,2025-02-03 09:51:00,АБС,false
APP-202736,CL-443935,Кредит наличными,Мобильное приложение,Центральный,800000,2025-07-01 10:44:00,CRM,false
APP-202225,CL-414578,Автокредит,Партнёрская сеть,Северо-Западный,5000000,2025-02-18 15:16:00,АБС,false
APP-201942,CL-434884,Кредит наличными,Отделение,Южный,2500000,2025-07-02 15:06:00,АБС,false
APP-203368,CL-410149,Кредит для бизнеса,Корпоративный менеджер,Приволжский,1200000,2025-03-19 13:59:00,CRM,false
APP-200481,CL-450800,Кредитная карта,Партнёрская сеть,Приволжский,500000,2025-04-12 16:38:00,CRM,false
APP-200602,CL-439912,Кредитная карта,Партнёрская сеть,Центральный,2500000,2025-06-13 08:40:00,CRM,false
APP-202995,CL-424860,Кредит для бизнеса,Мобильное приложение,Южный,2500000,2025-05-23 14:02:00,CRM,false
APP-200319,CL-425418,Кредит наличными,Мобильное приложение,Северо-Западный,150000,2025-01-13 09:27:00,АБС,false
APP-200621,CL-418966,Кредит для бизнеса,Корпоративный менеджер,Центральный,2500000,2025-06-07 10:50:00,CRM,false
APP-200719,CL-430530,Кредит для бизнеса,Мобильное приложение,Северо-Западный,2500000,2025-06-11 14:31:00,АБС,false
APP-201704,CL-406527,Кредит для бизнеса,Отделение,Центральный,2500000,2025-02-20 08:30:00,CRM,false
APP-201461,CL-429747,Кредит для бизнеса,Отделение,Южный,800000,2025-05-18 15:11:00,CRM,false
APP-200570,CL-456529,Кредитная карта,Мобильное приложение,Центральный,5000000,2025-01-08 16:41:00,CRM,false
APP-200925,CL-424112,Кредит наличными,Отделение,Приволжский,1200000,2025-05-18 16:21:00,АБС,false
APP-200620,CL-407875,Кредит наличными,Мобильное приложение,Приволжский,150000,2025-06-18 14:23:00,CRM,false
APP-202609,CL-443972,Кредитная карта,Корпоративный менеджер,Центральный,800000,2025-02-09 14:36:00,АБС,false
APP-202169,CL-TEST,Кредит наличными,Мобильное приложение,Центральный,1200000,2025-04-11 12:51:00,АБС,true
APP-201857,CL-430816,Кредитная карта,Отделение,Сибирский,2500000,2025-07-14 13:19:00,АБС,false
APP-201318,CL-408129,Кредит наличными,Мобильное приложение,Приволжский,5000000,2025-02-14 16:44:00,АБС,false
APP-202735,CL-418422,Кредит для бизнеса,Мобильное приложение,Сибирский,1200000,2025-02-19 11:52:00,АБС,false
APP-201406,CL-448490,Автокредит,Мобильное приложение,Центральный,1200000,2025-04-26 13:06:00,АБС,false
APP-202612,CL-409328,Автокредит,Отделение,Приволжский,500000,2025-03-07 11:46:00,АБС,false
APP-200645,CL-427452,Кредит для бизнеса,Корпоративный менеджер,Центральный,500000,2025-03-04 13:12:00,CRM,false
APP-203341,CL-444964,Кредит наличными,Мобильное приложение,Южный,300000,2025-03-16 08:16:00,CRM,false
APP-202567,CL-417034,Автокредит,Отделение,Сибирский,2500000,2025-01-14 12:08:00,АБС,false
APP-200058,CL-408937,Кредит для бизнеса,Корпоративный менеджер,Центральный,1200000,2025-06-17 08:00:00,АБС,false
APP-203498,CL-415395,Кредит наличными,Партнёрская сеть,Приволжский,300000,2025-01-24 10:24:00,АБС,false
APP-200138,CL-406847,Кредитная карта,Мобильное приложение,Северо-Западный,1200000,2025-01-16 11:13:00,CRM,false
APP-201327,CL-431808,Кредит наличными,Отделение,Центральный,500000,2025-03-13 13:13:00,АБС,false
APP-200081,CL-TEST,Автокредит,Мобильное приложение,Центральный,300000,2025-02-23 08:38:00,АБС,true
APP-202323,CL-404669,Кредит наличными,Отделение,Южный,800000,2025-04-29 16:25:00,АБС,false
APP-203267,CL-424059,Кредитная карта,Мобильное приложение,Приволжский,5000000,2025-03-19 12:52:00,CRM,false
APP-200105,CL-458333,Кредит наличными,Отделение,Сибирский,300000,2025-06-13 17:49:00,CRM,false
APP-201669,CL-418170,Кредитная карта,Мобильное приложение,Южный,150000,2025-03-07 15:54:00,CRM,false
APP-200640,CL-430205,Кредит для бизнеса,Мобильное приложение,Приволжский,300000,2025-07-25 08:51:00,АБС,false
APP-200936,CL-406404,Кредит наличными,Мобильное приложение,Центральный,150000,2025-06-08 09:46:00,АБС,false
APP-203566,CL-443936,Автокредит,Партнёрская сеть,Северо-Западный,1200000,2025-01-28 18:02:00,АБС,false
APP-201742,CL-453268,Кредит наличными,Мобильное приложение,Северо-Западный,500000,2025-06-20 14:46:00,АБС,false
APP-202782,CL-414939,Кредитная карта,Корпоративный менеджер,Центральный,150000,2025-04-29 17:54:00,CRM,false
APP-202203,CL-422726,Кредит для бизнеса,Мобильное приложение,Центральный,300000,2025-03-12 17:37:00,АБС,false
APP-201500,CL-422814,Кредит наличными,Корпоративный менеджер,Центральный,5000000,2025-03-25 17:43:00,АБС,false
APP-200711,CL-451405,Кредит для бизнеса,Мобильное приложение,Сибирский,800000,2025-03-27 18:05:00,CRM,false
APP-203105,CL-401880,Кредитная карта,Отделение,Северо-Западный,150000,2025-03-18 12:36:00,АБС,false
APP-202233,CL-418073,Кредитная карта,Партнёрская сеть,Центральный,150000,2025-03-31 18:56:00,CRM,false
APP-201882,CL-417478,Кредит наличными,Отделение,Южный,500000,2025-08-03 14:35:00,АБС,false
APP-201747,CL-431492,Кредит наличными,Отделение,Центральный,300000,2025-05-31 09:32:00,CRM,false
APP-202157,CL-457929,Кредит для бизнеса,Отделение,Приволжский,2500000,2025-06-11 15:02:00,АБС,false
APP-201446,CL-426864,Кредит наличными,Партнёрская сеть,Северо-Западный,5000000,2025-02-26 17:27:00,АБС,false
APP-202028,CL-450735,Кредитная карта,Партнёрская сеть,Центральный,2500000,2025-07-01 10:48:00,CRM,false
APP-203372,CL-439519,Автокредит,Мобильное приложение,Сибирский,5000000,2025-05-05 10:40:00,CRM,false
APP-202727,CL-459384,Кредит наличными,Мобильное приложение,Сибирский,300000,2025-04-05 10:20:00,CRM,false
APP-203240,CL-402591,Кредит наличными,Корпоративный менеджер,Приволжский,500000,2025-02-14 09:14:00,CRM,false
APP-200695,CL-424116,Кредит для бизнеса,Партнёрская сеть,Центральный,150000,2025-07-22 10:43:00,CRM,false
APP-200729,CL-447566,Кредит наличными,Мобильное приложение,Южный,300000,2025-07-21 14:27:00,АБС,false
APP-203236,CL-442351,Кредит для бизнеса,Мобильное приложение,Сибирский,800000,2025-04-14 14:44:00,CRM,false
APP-202920,CL-402582,Кредит наличными,Отделение,Южный,800000,2025-02-09 14:40:00,АБС,false
APP-201023,CL-457225,Кредит наличными,Корпоративный менеджер,Приволжский,5000000,2025-04-02 17:28:00,CRM,false
APP-202148,CL-457592,Кредит для бизнеса,Отделение,Приволжский,150000,2025-04-27 19:20:00,АБС,false
APP-200375,CL-459573,Кредит наличными,Отделение,Центральный,300000,2025-03-08 11:53:00,CRM,false
APP-200435,CL-TEST,Кредит для бизнеса,Партнёрская сеть,Южный,2500000,2025-02-27 10:15:00,CRM,true
APP-202802,CL-411792,Автокредит,Отделение,Южный,2500000,2025-05-21 13:42:00,АБС,false
APP-201628,CL-432866,Кредит наличными,Партнёрская сеть,Центральный,800000,2025-05-30 18:09:00,CRM,false
APP-200420,CL-449454,Кредитная карта,Отделение,Центральный,2500000,2025-02-11 14:04:00,АБС,false
APP-200340,CL-431224,Кредит для бизнеса,Отделение,Центральный,1200000,2025-07-22 14:20:00,АБС,false
APP-200777,CL-450951,Кредитная карта,Мобильное приложение,Центральный,800000,2025-07-06 11:50:00,CRM,false
APP-202055,CL-438827,Кредитная карта,Отделение,Центральный,150000,2025-03-06 15:44:00,АБС,false
APP-201422,CL-410775,Кредитная карта,Мобильное приложение,Южный,500000,2025-01-06 11:32:00,АБС,false
APP-202625,CL-412043,Кредит наличными,Отделение,Северо-Западный,300000,2025-07-27 09:28:00,CRM,false
APP-200566,CL-433229,Кредит наличными,Партнёрская сеть,Приволжский,300000,2025-05-10 09:20:00,АБС,false
APP-200413,CL-425765,Автокредит,Отделение,Центральный,300000,2025-05-22 17:32:00,АБС,false
APP-201376,CL-402159,Кредит наличными,Отделение,Северо-Западный,1200000,2025-04-07 12:21:00,CRM,false
APP-202794,CL-441880,Кредитная карта,Мобильное приложение,Северо-Западный,150000,2025-05-28 10:40:00,АБС,false
APP-202526,CL-431832,Кредит наличными,Отделение,Северо-Западный,150000,2025-04-11 13:10:00,CRM,false
APP-203562,CL-426902,Кредитная карта,Отделение,Центральный,300000,2025-02-20 09:01:00,АБС,false
APP-201886,CL-423933,Кредит наличными,Отделение,Приволжский,1200000,2025-06-18 09:32:00,CRM,false
APP-200635,CL-445486,Кредит наличными,Партнёрская сеть,Сибирский,150000,2025-04-15 10:15:00,CRM,false
APP-200406,CL-437987,Кредит наличными,Отделение,Центральный,800000,2025-07-03 13:52:00,CRM,false
APP-202230,CL-409120,Автокредит,Отделение,Южный,5000000,2025-04-17 16:19:00,АБС,false
APP-201197,CL-426541,Кредит наличными,Корпоративный менеджер,Центральный,5000000,2025-07-01 15:40:00,АБС,false
APP-201355,CL-407364,Автокредит,Отделение,Сибирский,500000,2025-01-30 15:29:00,АБС,false
APP-201157,CL-422306,Кредит для бизнеса,Мобильное приложение,Южный,800000,2025-07-28 08:45:00,АБС,false
APP-202722,CL-446592,Кредитная карта,Мобильное приложение,Южный,150000,2025-04-05 13:24:00,АБС,false
APP-201966,CL-TEST,Кредит для бизнеса,Корпоративный менеджер,Северо-Западный,1200000,2025-03-03 18:20:00,CRM,true
APP-203231,CL-TEST,Кредитная карта,Мобильное приложение,Центральный,5000000,2025-03-17 15:47:00,CRM,true
APP-201614,CL-458692,Кредит наличными,Отделение,Сибирский,300000,2025-04-12 09:05:00,АБС,false
APP-203512,CL-410763,Автокредит,Корпоративный менеджер,Приволжский,150000,2025-07-10 12:29:00,АБС,false
APP-202035,CL-454800,Кредит для бизнеса,Корпоративный менеджер,Южный,5000000,2025-07-28 12:13:00,CRM,false
APP-201856,CL-420640,Кредит для бизнеса,Партнёрская сеть,Центральный,800000,2025-03-12 18:52:00,CRM,false
APP-203517,CL-437388,Кредит наличными,Мобильное приложение,Южный,500000,2025-03-22 18:53:00,АБС,false
APP-202713,CL-427024,Автокредит,Отделение,Северо-Западный,500000,2025-01-28 08:03:00,CRM,false
APP-203571,CL-431857,Автокредит,Корпоративный менеджер,Северо-Западный,150000,2025-07-24 19:11:00,CRM,false
APP-200173,CL-409700,Кредитная карта,Партнёрская сеть,Приволжский,1200000,2025-05-16 09:59:00,АБС,false
APP-202885,CL-429527,Кредит для бизнеса,Партнёрская сеть,Центральный,2500000,2025-03-27 15:44:00,CRM,false
APP-201087,CL-400222,Кредит для бизнеса,Отделение,Северо-Западный,300000,2025-07-28 19:12:00,АБС,false
APP-202358,CL-407268,Кредитная карта,Отделение,Центральный,150000,2025-06-30 13:49:00,CRM,false
APP-202888,CL-418899,Кредит наличными,Мобильное приложение,Центральный,1200000,2025-04-28 08:09:00,CRM,false
APP-200476,CL-446478,Кредит наличными,Отделение,Приволжский,500000,2025-03-11 13:14:00,CRM,false
APP-203490,CL-438493,Кредит для бизнеса,Отделение,Северо-Западный,1200000,2025-03-16 11:08:00,CRM,false
APP-202262,CL-413110,Кредит наличными,Отделение,Северо-Западный,500000,2025-06-18 19:47:00,CRM,false
APP-203390,CL-427343,Автокредит,Отделение,Приволжский,500000,2025-02-02 14:45:00,АБС,false
APP-202113,CL-433548,Кредит наличными,Мобильное приложение,Северо-Западный,800000,2025-05-07 11:03:00,АБС,false
APP-200876,CL-407413,Кредит наличными,Партнёрская сеть,Приволжский,300000,2025-08-02 12:03:00,АБС,false
APP-200798,CL-446472,Кредитная карта,Корпоративный менеджер,Сибирский,5000000,2025-05-19 17:23:00,CRM,false
APP-202825,CL-425539,Автокредит,Мобильное приложение,Центральный,300000,2025-06-27 15:09:00,АБС,false
APP-202094,CL-415527,Кредит наличными,Партнёрская сеть,Центральный,2500000,2025-01-19 08:58:00,АБС,false
APP-200663,CL-403904,Кредит для бизнеса,Мобильное приложение,Приволжский,800000,2025-06-02 12:56:00,АБС,false
APP-201947,CL-418250,Кредит для бизнеса,Мобильное приложение,Южный,500000,2025-04-17 14:06:00,CRM,false
APP-203342,CL-414058,Кредитная карта,Мобильное приложение,Северо-Западный,300000,2025-04-21 17:03:00,АБС,false
APP-200951,CL-418159,Автокредит,Отделение,Центральный,800000,2025-07-15 16:54:00,CRM,false
APP-200347,CL-458121,Кредит для бизнеса,Мобильное приложение,Приволжский,5000000,2025-04-12 12:31:00,АБС,false
APP-200121,CL-456287,Кредитная карта,Отделение,Центральный,300000,2025-05-12 16:28:00,АБС,false
APP-202508,CL-441143,Кредит для бизнеса,Корпоративный менеджер,Южный,500000,2025-06-25 09:30:00,АБС,false
APP-200189,CL-403161,Кредит наличными,Отделение,Приволжский,150000,2025-02-22 10:01:00,CRM,false
APP-201402,CL-405351,Кредит наличными,Партнёрская сеть,Приволжский,150000,2025-02-17 15:24:00,АБС,false
APP-202725,CL-444637,Кредит наличными,Мобильное приложение,Сибирский,1200000,2025-01-13 13:32:00,АБС,false
APP-202500,CL-443184,Кредит для бизнеса,Партнёрская сеть,Центральный,1200000,2025-02-28 08:47:00,CRM,false
APP-201209,CL-455694,Кредитная карта,Партнёрская сеть,Северо-Западный,2500000,2025-07-21 18:31:00,АБС,false
APP-203028,CL-410218,Кредит для бизнеса,Партнёрская сеть,Южный,2500000,2025-05-01 18:21:00,CRM,false
APP-201125,CL-410951,Кредитная карта,Мобильное приложение,Северо-Западный,1200000,2025-07-23 12:06:00,АБС,false
APP-202251,CL-430248,Кредитная карта,Мобильное приложение,Приволжский,1200000,2025-03-07 10:49:00,АБС,false
APP-200254,CL-439493,Автокредит,Мобильное приложение,Приволжский,300000,2025-02-01 09:08:00,АБС,false
APP-202348,CL-418165,Кредит для бизнеса,Партнёрская сеть,Северо-Западный,150000,2025-04-22 14:04:00,АБС,false
APP-200197,CL-433485,Кредит для бизнеса,Партнёрская сеть,Центральный,5000000,2025-06-13 16:27:00,CRM,false
APP-200231,CL-419017,Кредит наличными,Отделение,Южный,500000,2025-05-18 18:15:00,АБС,false
APP-202005,CL-445822,Кредит наличными,Корпоративный менеджер,Сибирский,300000,2025-07-30 19:48:00,CRM,false
APP-203475,CL-416815,Кредит наличными,Мобильное приложение,Центральный,150000,2025-05-20 17:59:00,CRM,false
APP-201655,CL-413432,Кредитная карта,Корпоративный менеджер,Северо-Западный,500000,2025-02-11 17:21:00,CRM,false
APP-200460,CL-453997,Кредитная карта,Мобильное приложение,Северо-Западный,800000,2025-01-31 10:58:00,АБС,false
APP-200096,CL-443936,Кредитная карта,Мобильное приложение,Сибирский,2500000,2025-04-27 17:28:00,CRM,false
APP-201761,CL-430814,Автокредит,Отделение,Приволжский,500000,2025-07-08 15:53:00,CRM,false
APP-200670,CL-420361,Автокредит,Отделение,Южный,5000000,2025-04-07 19:26:00,АБС,false
APP-202811,CL-452711,Кредит для бизнеса,Отделение,Сибирский,500000,2025-03-30 10:06:00,CRM,false
APP-202959,CL-442493,Кредит наличными,Мобильное приложение,Центральный,150000,2025-02-20 13:41:00,CRM,false
APP-202407,CL-410147,Кредит наличными,Отделение,Центральный,5000000,2025-01-23 19:00:00,АБС,false
APP-203591,CL-446097,Кредит наличными,Отделение,Северо-Западный,2500000,2025-06-11 09:04:00,АБС,false
APP-201138,CL-415738,Кредит наличными,Корпоративный менеджер,Приволжский,800000,2025-02-15 08:35:00,АБС,false
APP-201738,CL-434380,Кредит для бизнеса,Отделение,Приволжский,150000,2025-03-28 17:11:00,АБС,false
APP-202024,CL-459620,Кредит наличными,Партнёрская сеть,Центральный,5000000,2025-08-02 16:32:00,АБС,false
APP-200312,CL-422392,Кредит наличными,Партнёрская сеть,Центральный,1200000,2025-03-08 09:22:00,CRM,false
APP-203518,CL-447001,Кредит для бизнеса,Мобильное приложение,Центральный,2500000,2025-06-30 08:13:00,АБС,false
APP-201832,CL-408192,Кредит наличными,Мобильное приложение,Центральный,2500000,2025-04-27 08:34:00,CRM,false
APP-200413,CL-425765,Автокредит,Отделение,Центральный,300000,2025-05-22 17:32:00,АБС,false
APP-202456,CL-400985,Кредит наличными,Отделение,Южный,300000,2025-03-27 12:59:00,CRM,false
APP-203429,CL-421409,Кредит наличными,Партнёрская сеть,Южный,800000,2025-02-28 16:56:00,АБС,false
APP-201085,CL-421124,Автокредит,Мобильное приложение,Приволжский,1200000,2025-02-14 10:08:00,АБС,false
APP-203445,CL-409843,Кредит наличными,Мобильное приложение,Северо-Западный,2500000,2025-04-16 10:46:00,CRM,false
APP-202539,CL-422642,Кредит наличными,Отделение,Сибирский,300000,2025-02-12 17:35:00,CRM,false
APP-201754,CL-449369,Кредитная карта,Мобильное приложение,Южный,5000000,2025-03-16 13:00:00,АБС,false
APP-201688,CL-432808,Кредит наличными,Партнёрская сеть,Центральный,2500000,2025-07-21 17:01:00,АБС,false
APP-201960,CL-446127,Кредит наличными,Партнёрская сеть,Приволжский,150000,2025-01-29 19:56:00,CRM,false
APP-201781,CL-414737,Кредит наличными,Отделение,Сибирский,2500000,2025-04-24 16:04:00,CRM,false
APP-202737,CL-446826,Автокредит,Отделение,Центральный,800000,2025-04-03 18:02:00,АБС,false
APP-202201,CL-439541,Автокредит,Корпоративный менеджер,Приволжский,500000,2025-04-04 09:21:00,АБС,false
APP-202461,CL-414097,Автокредит,Отделение,Южный,2500000,2025-01-12 08:52:00,АБС,false
APP-202513,CL-440090,Кредит для бизнеса,Партнёрская сеть,Центральный,500000,2025-01-20 14:43:00,АБС,false
APP-203538,CL-442087,Автокредит,Корпоративный менеджер,Приволжский,5000000,2025-04-10 11:25:00,АБС,false
APP-200439,CL-421148,Кредит наличными,Отделение,Сибирский,500000,2025-07-04 13:27:00,АБС,false
APP-201911,CL-409228,Автокредит,Корпоративный менеджер,Южный,500000,2025-07-05 17:45:00,АБС,false
APP-200477,CL-418405,Кредитная карта,Корпоративный менеджер,Центральный,1200000,2025-05-10 12:21:00,CRM,false
APP-201163,CL-437733,Кредит для бизнеса,Корпоративный менеджер,Сибирский,300000,2025-01-17 18:53:00,АБС,false
APP-203112,CL-401999,Кредитная карта,Отделение,Северо-Западный,300000,2025-07-18 08:29:00,АБС,false
APP-203499,CL-404994,Кредит для бизнеса,Корпоративный менеджер,Приволжский,2500000,2025-02-18 09:59:00,АБС,false
APP-201009,CL-443170,Автокредит,Партнёрская сеть,Приволжский,500000,2025-06-22 15:36:00,АБС,false
APP-201728,CL-441058,Кредит наличными,Партнёрская сеть,Южный,800000,2025-06-25 12:40:00,АБС,false
APP-201982,CL-452883,Кредит наличными,Партнёрская сеть,Центральный,800000,2025-06-29 09:27:00,АБС,false
APP-200385,CL-422416,Кредит наличными,Мобильное приложение,Южный,500000,2025-02-15 10:15:00,АБС,false
APP-201423,CL-439343,Кредитная карта,Мобильное приложение,Северо-Западный,1200000,2025-02-25 12:21:00,АБС,false
APP-202330,CL-414564,Кредит наличными,Мобильное приложение,Сибирский,2500000,2025-07-16 14:27:00,АБС,false
APP-202657,CL-406470,Кредит наличными,Мобильное приложение,Северо-Западный,150000,2025-01-13 14:18:00,АБС,false
APP-202158,CL-427103,Кредит наличными,Отделение,Сибирский,5000000,2025-04-03 08:24:00,АБС,false
APP-200133,CL-419830,Кредитная карта,Корпоративный менеджер,Южный,2500000,2025-03-04 17:09:00,CRM,false
APP-201265,CL-417778,Кредитная карта,Отделение,Сибирский,5000000,2025-06-16 08:46:00,CRM,false
APP-201530,CL-446260,Кредитная карта,Отделение,Центральный,150000,2025-03-08 19:06:00,CRM,false
APP-203269,CL-421844,Автокредит,Партнёрская сеть,Центральный,2500000,2025-07-29 18:56:00,CRM,false
APP-201819,CL-449312,Кредитная карта,Отделение,Северо-Западный,300000,2025-07-04 09:26:00,АБС,false
APP-202164,CL-409129,Кредит наличными,Отделение,Центральный,5000000,2025-06-10 19:39:00,CRM,false
APP-203516,CL-432961,Автокредит,Отделение,Сибирский,800000,2025-07-15 16:03:00,АБС,false
APP-200014,CL-420892,Кредит для бизнеса,Партнёрская сеть,Южный,150000,2025-02-25 08:21:00,CRM,false
APP-201344,CL-441578,Кредит наличными,Мобильное приложение,Северо-Западный,1200000,2025-04-10 13:21:00,АБС,false
APP-202304,CL-452168,Кредитная карта,Отделение,Приволжский,800000,2025-05-09 11:26:00,CRM,false
APP-203013,CL-408505,Кредитная карта,Мобильное приложение,Северо-Западный,800000,2025-04-12 14:35:00,АБС,false
APP-202197,CL-421774,Кредитная карта,Отделение,Центральный,5000000,2025-06-22 08:12:00,АБС,false
APP-203274,CL-412739,Кредит наличными,Партнёрская сеть,Северо-Западный,2500000,2025-07-21 13:22:00,АБС,false
APP-201261,CL-458744,Кредит для бизнеса,Мобильное приложение,Приволжский,5000000,2025-05-19 18:46:00,CRM,false
APP-200812,CL-425858,Кредитная карта,Отделение,Северо-Западный,1200000,2025-07-18 11:35:00,CRM,false
APP-202950,CL-455180,Автокредит,Отделение,Центральный,1200000,2025-05-11 10:22:00,CRM,false
APP-203129,CL-427321,Кредит наличными,Мобильное приложение,Северо-Западный,800000,2025-07-07 11:18:00,АБС,false
APP-201227,CL-433446,Автокредит,Корпоративный менеджер,Северо-Западный,2500000,2025-06-02 09:14:00,АБС,false
APP-200863,CL-409508,Кредит для бизнеса,Мобильное приложение,Приволжский,1200000,2025-07-13 16:23:00,CRM,false
APP-201976,CL-459687,Кредит наличными,Партнёрская сеть,Сибирский,2500000,2025-07-11 09:19:00,АБС,false
APP-201932,CL-429956,Кредит наличными,Мобильное приложение,Центральный,1200000,2025-02-11 19:10:00,CRM,false
APP-203323,CL-452348,Кредит для бизнеса,Мобильное приложение,Южный,5000000,2025-05-18 10:21:00,АБС,false
APP-203556,CL-434073,Кредит наличными,Партнёрская сеть,Сибирский,800000,2025-07-15 11:37:00,АБС,false
APP-203551,CL-410726,Кредитная карта,Отделение,Центральный,300000,2025-02-11 17:42:00,CRM,false
APP-200046,CL-418976,Кредит наличными,Мобильное приложение,Южный,2500000,2025-02-03 15:04:00,CRM,false
APP-203319,CL-456862,Кредитная карта,Мобильное приложение,Приволжский,300000,2025-07-26 12:34:00,CRM,false
