application_id,decision,decided_at,reason
APP-200779,Одобрено,2025-02-05 12:36:26,Одобрено
APP-200780,Одобрено,2025-02-17 08:46:58,Одобрено
APP-200781,Отказ,2025-01-26 13:33:59,Клиент отозвал заявку
APP-200782,Одобрено,2025-07-17 23:33:31,Одобрено
APP-200783,Отказ,2025-04-22 17:14:57,Высокая долговая нагрузка
APP-200784,Одобрено,2025-06-02 21:44:23,Одобрено
APP-200785,Одобрено,2025-05-26 13:18:51,Одобрено
APP-200786,Отказ,2025-05-17 09:27:40,Высокая долговая нагрузка
APP-200788,Отказ,2025-05-19 16:00:14,Клиент не явился за средствами
APP-200789,Отказ,2025-04-04 21:55:23,Скоринговый балл ниже порога
APP-200790,Одобрено,2025-04-25 19:21:13,Одобрено
APP-200791,Отказ,2025-01-12 00:45:54,Высокая долговая нагрузка
APP-200792,Одобрено,2025-04-01 21:08:01,Одобрено
APP-200793,Одобрено,2025-01-19 19:40:15,Одобрено
APP-200794,Отказ,2025-02-05 22:55:48,Скоринговый балл ниже порога
APP-200795,Отказ,2025-03-13 22:09:27,Клиент не явился за средствами
APP-200796,Отказ,2025-03-24 10:04:00,Высокая долговая нагрузка
APP-200798,Одобрено,2025-05-22 23:53:32,Одобрено
APP-200799,Отказ,2025-03-15 01:12:28,Клиент отозвал заявку
APP-200800,Отказ,2025-01-19 18:56:03,Скоринговый балл ниже порога
APP-200801,Одобрено,2025-06-12 02:47:31,Одобрено
APP-200802,Одобрено,2025-04-13 04:50:08,Одобрено
APP-200803,Одобрено,2025-06-19 13:54:29,Одобрено
APP-200804,Одобрено,2025-03-16 20:08:30,Одобрено
APP-200805,Отказ,2025-07-08 06:34:53,Клиент не явился за средствами
APP-200806,Отказ,2025-03-25 08:44:50,Клиент не явился за средствами
APP-200807,Отказ,2025-06-13 16:19:48,Скоринговый балл ниже порога
APP-200808,Одобрено,2025-06-24 08:12:35,Одобрено
APP-200809,Отказ,2025-01-12 20:50:48,Клиент не явился за средствами
APP-200810,Одобрено,2025-07-02 15:52:27,Одобрено
APP-200811,Отказ,2025-07-30 00:10:11,Скоринговый балл ниже порога
APP-200812,Отказ,2025-07-18 21:50:13,Скоринговый балл ниже порога
APP-200813,Одобрено,2025-04-01 08:43:41,Одобрено
APP-200814,Отказ,2025-04-13 14:09:18,Неполный пакет документов
APP-200815,Отказ,2025-06-01 00:04:03,Высокая долговая нагрузка
APP-200816,Отказ,2025-07-15 01:12:19,Скоринговый балл ниже порога
APP-200817,Одобрено,2025-03-02 01:35:19,Одобрено
APP-200818,Отказ,2025-04-06 23:43:57,Высокая долговая нагрузка
APP-200819,Отказ,2025-03-10 00:34:20,Высокая долговая нагрузка
APP-200820,Одобрено,2025-02-07 18:41:02,Одобрено
APP-200821,Отказ,2025-07-04 18:58:38,Неполный пакет документов
APP-200822,Отказ,2025-03-11 22:00:33,Высокая долговая нагрузка
APP-200823,Отказ,2025-02-10 01:26:10,Высокая долговая нагрузка
APP-200824,Одобрено,2025-01-14 01:27:28,Одобрено
APP-200825,Отказ,2025-02-17 14:08:46,Клиент не явился за средствами
APP-200826,Одобрено,2025-07-10 08:33:16,TEST
APP-200827,Одобрено,2025-05-05 07:23:31,Одобрено
APP-200828,Отказ,2025-05-18 20:47:11,Скоринговый балл ниже порога
APP-200829,Отказ,2025-06-16 03:20:11,Скоринговый балл ниже порога
APP-200830,Отказ,2025-07-15 01:11:52,Клиент не явился за средствами
APP-200831,Одобрено,2025-04-13 16:02:28,Одобрено
APP-200832,Одобрено,2025-01-10 16:58:47,Одобрено
APP-200833,Одобрено,2025-04-03 21:07:07,Одобрено
APP-200834,Отказ,2025-04-14 16:38:33,Скоринговый балл ниже порога
APP-200835,Отказ,2025-02-27 05:55:15,Высокая долговая нагрузка
APP-200836,Одобрено,2025-07-17 14:16:22,Одобрено
APP-200837,Одобрено,2025-03-14 21:36:33,Одобрено
APP-200838,Отказ,2025-04-21 19:01:50,Высокая долговая нагрузка
APP-200839,Одобрено,2025-04-28 20:08:02,Одобрено
APP-200840,Одобрено,2025-07-16 15:32:02,Одобрено
APP-200841,Одобрено,2025-02-12 11:06:15,Одобрено
APP-200842,Одобрено,2025-06-17 06:17:14,Одобрено
APP-200843,Одобрено,2025-04-29 00:21:49,Одобрено
APP-200844,Одобрено,2025-01-11 09:42:14,Одобрено
APP-200845,Одобрено,2025-07-23 18:55:53,Одобрено
APP-200846,Одобрено,2025-07-09 22:12:51,Одобрено
APP-200847,Отказ,2025-08-02 07:21:24,Клиент не явился за средствами
APP-200848,Одобрено,2025-05-04 15:41:26,Одобрено
APP-200849,Отказ,2025-07-18 19:48:40,Скоринговый балл ниже порога
APP-200850,Одобрено,2025-07-17 02:50:33,Одобрено
APP-200852,Одобрено,2025-01-18 00:14:16,Одобрено
APP-200853,Отказ,2025-03-29 03:17:46,Высокая долговая нагрузка
APP-200854,Отказ,2025-01-28 20:26:02,Неполный пакет документов
APP-200855,Одобрено,2025-03-03 11:27:03,Одобрено
APP-200856,Отказ,2025-01-20 05:02:55,Высокая долговая нагрузка
APP-200857,Отказ,2025-05-31 19:46:12,Клиент отозвал заявку
APP-200858,Отказ,2025-03-04 03:13:15,Клиент отозвал заявку
APP-200859,Отказ,2025-05-23 18:32:04,Скоринговый балл ниже порога
APP-200860,Отказ,2025-02-25 17:38:12,Скоринговый балл ниже порога
APP-200861,Отказ,2025-03-09 20:37:28,Скоринговый балл ниже порога
APP-200862,Отказ,2025-05-17 23:23:18,Скоринговый балл ниже порога
APP-200863,Одобрено,2025-07-15 07:10:48,Одобрено
APP-200864,Отказ,2025-05-08 04:18:21,Высокая долговая нагрузка
APP-200865,Одобрено,2025-02-18 22:42:26,Одобрено
APP-200866,Одобрено,2025-02-24 06:12:40,Одобрено
APP-200867,Отказ,2025-05-15 06:26:59,Клиент не явился за средствами
APP-200868,Отказ,2025-01-08 20:15:46,Высокая долговая нагрузка
APP-200869,Отказ,2025-06-23 20:49:33,Скоринговый балл ниже порога
APP-200870,Одобрено,2025-04-30 21:41:06,Одобрено
APP-200871,Одобрено,2025-02-02 18:29:07,Одобрено
APP-200872,Одобрено,2025-07-16 02:34:53,Одобрено
APP-200873,Одобрено,2025-03-01 18:03:51,TEST
APP-200874,Одобрено,2025-01-12 00:53:35,Одобрено
APP-200875,Отказ,2025-02-04 17:36:15,Скоринговый балл ниже порога
APP-200876,Одобрено,2025-08-05 15:55:19,Одобрено
APP-200877,Одобрено,2025-05-19 07:41:19,Одобрено
APP-200878,Одобрено,2025-05-09 04:26:50,Одобрено
APP-200879,Отказ,2025-06-24 23:50:44,Скоринговый балл ниже порога
APP-200880,Одобрено,2025-01-23 15:43:06,Одобрено
APP-200881,Отказ,2025-02-17 18:07:26,Высокая долговая нагрузка
APP-200882,Отказ,2025-03-16 10:55:15,Неполный пакет документов
APP-200883,Одобрено,2025-04-21 07:23:51,Одобрено
APP-200884,Отказ,2025-07-09 20:08:27,Скоринговый балл ниже порога
APP-200885,Отказ,2025-03-29 22:59:51,Клиент отозвал заявку
APP-200886,Отказ,2025-03-23 01:39:22,Высокая долговая нагрузка
APP-200887,Одобрено,2025-02-18 17:52:57,Одобрено
APP-200888,Одобрено,2025-01-10 03:49:56,Одобрено
APP-200889,Отказ,2025-02-02 19:32:21,Скоринговый балл ниже порога
APP-200890,Отказ,2025-05-19 13:56:04,Высокая долговая нагрузка
APP-200891,Одобрено,2025-05-09 19:56:01,Одобрено
APP-200892,Отказ,2025-07-24 13:40:13,Неполный пакет документов
APP-200893,Одобрено,2025-03-11 13:19:01,Одобрено
APP-200894,Отказ,2025-07-09 16:38:36,Высокая долговая нагрузка
APP-200895,Отказ,2025-04-29 13:57:37,Клиент не явился за средствами
APP-200896,Одобрено,2025-02-13 05:58:28,Одобрено
APP-200897,Одобрено,2025-06-17 04:56:38,Одобрено
APP-200898,Одобрено,2025-06-15 13:08:17,Одобрено
APP-200899,Отказ,2025-03-30 02:18:40,Высокая долговая нагрузка
APP-200900,Одобрено,2025-03-03 17:07:15,Одобрено
APP-200901,Одобрено,2025-05-10 21:45:27,Одобрено
APP-200902,Отказ,2025-03-15 21:01:37,Неполный пакет документов
APP-200903,Одобрено,2025-03-20 08:14:29,Одобрено
APP-200904,Одобрено,2025-06-02 06:30:26,Одобрено
APP-200905,Отказ,2025-04-21 16:18:52,Клиент отозвал заявку
APP-200906,Одобрено,2025-06-30 08:17:26,Одобрено
APP-200907,Отказ,2025-06-15 20:59:23,Высокая долговая нагрузка
APP-200908,Отказ,2025-02-23 07:23:07,Высокая долговая нагрузка
APP-200909,Отказ,2025-06-10 12:47:17,Клиент не явился за средствами
APP-200910,Отказ,2025-02-03 18:58:35,Скоринговый балл ниже порога
APP-200911,Отказ,2025-07-05 10:29:10,Высокая долговая нагрузка
APP-200912,Одобрено,2025-04-28 09:37:49,Одобрено
APP-200913,Отказ,2025-07-25 16:25:55,Скоринговый балл ниже порога
APP-200914,Одобрено,2025-05-12 21:47:08,Одобрено
APP-200915,Одобрено,2025-06-24 06:31:50,Одобрено
APP-200916,Одобрено,2025-03-15 12:35:37,Одобрено
APP-200917,Одобрено,2025-05-07 01:42:03,Одобрено
APP-200918,Одобрено,2025-05-03 19:38:39,Одобрено
APP-200919,Отказ,2025-01-23 01:09:44,Скоринговый балл ниже порога
APP-200920,Отказ,2025-02-10 13:47:59,Высокая долговая нагрузка
APP-200921,Одобрено,2025-06-09 19:34:29,Одобрено
APP-200922,Отказ,2025-07-01 19:42:35,Неполный пакет документов
APP-200923,Отказ,2025-08-02 17:22:42,Скоринговый балл ниже порога
APP-200924,Отказ,2025-04-18 22:03:55,Высокая долговая нагрузка
APP-200925,Отказ,2025-05-18 20:03:54,Скоринговый балл ниже порога
APP-200926,Отказ,2025-03-23 16:18:00,Скоринговый балл ниже порога
APP-200927,Одобрено,2025-02-17 19:51:37,Одобрено
APP-200928,Одобрено,2025-04-09 11:28:46,Одобрено
APP-200929,Отказ,2025-01-10 00:15:23,Скоринговый балл ниже порога
APP-200930,Одобрено,2025-06-24 01:08:55,Одобрено
APP-200931,Отказ,2025-03-24 19:03:51,Скоринговый балл ниже порога
APP-200932,Одобрено,2025-05-04 21:27:11,Одобрено
APP-200933,Одобрено,2025-04-28 19:14:32,Одобрено
APP-200934,Отказ,2025-07-07 21:18:55,Скоринговый балл ниже порога
APP-200935,Одобрено,2025-05-15 15:10:13,Одобрено
APP-200936,Одобрено,2025-06-10 21:08:15,Одобрено
APP-200937,Одобрено,2025-03-21 21:49:36,Одобрено
APP-200938,Одобрено,2025-06-15 22:07:32,Одобрено
APP-200939,Одобрено,2025-02-12 20:39:10,Одобрено
APP-200940,Отказ,2025-05-26 17:04:59,Скоринговый балл ниже порога
APP-200941,Отказ,2025-07-04 18:34:28,Клиент не явился за средствами
APP-200942,Отказ,2025-04-23 20:02:57,Скоринговый балл ниже порога
APP-200943,Одобрено,2025-04-27 02:54:36,Одобрено
APP-200944,Одобрено,2025-05-06 04:50:54,Одобрено
APP-200945,Одобрено,2025-05-07 06:29:04,Одобрено
APP-200946,Одобрено,2025-07-27 23:47:21,Одобрено
APP-200947,Одобрено,2025-07-28 07:09:56,Одобрено
APP-200948,Одобрено,2025-06-09 15:27:58,Одобрено
APP-200949,Отказ,2025-01-22 15:26:45,Скоринговый балл ниже порога
APP-200950,Одобрено,2025-03-24 06:17:08,Одобрено
APP-200951,Одобрено,2025-07-18 05:56:50,Одобрено
APP-200952,Одобрено,2025-04-17 13:36:52,Одобрено
APP-200953,Отказ,2025-05-06 00:30:55,Скоринговый балл ниже порога
APP-200954,Отказ,2025-04-15 04:26:49,Клиент отозвал заявку
APP-200955,Отказ,2025-05-20 06:27:55,Клиент отозвал заявку
APP-200956,Отказ,2025-01-09 14:44:40,Высокая долговая нагрузка
APP-200957,Отказ,2025-04-08 02:27:33,Высокая долговая нагрузка
APP-200958,Отказ,2025-06-09 11:44:53,Неполный пакет документов
APP-200959,Отказ,2025-07-22 23:59:48,Скоринговый балл ниже порога
APP-200960,Отказ,2025-05-09 20:56:08,Клиент не явился за средствами
APP-200961,Одобрено,2025-06-29 13:44:29,Одобрено
APP-200962,Одобрено,2025-04-16 23:04:23,Одобрено
APP-200963,Отказ,2025-03-13 16:04:16,Высокая долговая нагрузка
APP-200964,Одобрено,2025-04-15 05:03:26,Одобрено
APP-200965,Одобрено,2025-08-10 17:12:25,Одобрено
APP-200966,Отказ,2025-03-21 17:58:57,Скоринговый балл ниже порога
APP-200967,Отказ,2025-05-10 12:31:57,Высокая долговая нагрузка
APP-200968,Одобрено,2025-04-22 11:25:36,Одобрено
APP-200969,Одобрено,2025-08-03 16:53:30,Одобрено
APP-200970,Отказ,2025-06-07 06:14:23,Высокая долговая нагрузка
APP-200971,Отказ,2025-05-01 07:12:38,Высокая долговая нагрузка
APP-200972,Одобрено,2025-01-28 21:28:43,Одобрено
APP-200973,Одобрено,2025-01-17 05:04:47,Одобрено
APP-200974,Отказ,2025-05-23 17:07:20,Высокая долговая нагрузка
APP-200975,Одобрено,2025-05-21 10:55:38,Одобрено
APP-200976,Одобрено,2025-01-10 05:21:18,Одобрено
APP-200977,Отказ,2025-05-16 05:00:47,Высокая долговая нагрузка
APP-200978,Одобрено,2025-03-23 07:38:37,Одобрено
APP-200979,Одобрено,2025-06-10 19:46:54,Одобрено
APP-200980,Отказ,2025-06-08 17:38:08,Неполный пакет документов
APP-200981,Одобрено,2025-02-21 12:40:44,Одобрено
APP-200983,Отказ,2025-06-28 07:40:43,Высокая долговая нагрузка
APP-200984,Отказ,2025-04-17 02:45:15,Клиент отозвал заявку
APP-200985,Одобрено,2025-06-17 16:18:31,Одобрено
APP-200986,Отказ,2025-03-06 22:52:30,Скоринговый балл ниже порога
APP-200987,Одобрено,2025-06-07 16:54:12,Одобрено
APP-200988,Отказ,2025-05-29 06:02:17,Клиент отозвал заявку
APP-200989,Отказ,2025-02-02 22:22:30,Скоринговый балл ниже порога
APP-200990,Отказ,2025-02-11 15:47:26,Скоринговый балл ниже порога
APP-200991,Отказ,2025-05-17 21:47:01,Скоринговый балл ниже порога
APP-200992,Отказ,2025-07-16 18:29:13,Высокая долговая нагрузка
APP-200993,Отказ,2025-04-08 15:08:31,Скоринговый балл ниже порога
APP-200995,Одобрено,2025-01-24 07:23:04,Одобрено
APP-200996,Одобрено,2025-01-22 03:08:04,Одобрено
APP-200997,Отказ,2025-04-10 02:45:02,Клиент отозвал заявку
APP-200998,Одобрено,2025-05-01 10:22:11,Одобрено
APP-200999,Одобрено,2025-08-04 06:54:28,Одобрено
APP-201000,Отказ,2025-03-24 07:39:37,Высокая долговая нагрузка
APP-201001,Одобрено,2025-04-29 16:54:14,Одобрено
APP-201002,Одобрено,2025-03-07 13:58:34,Одобрено
APP-201003,Отказ,2025-06-06 23:34:11,Высокая долговая нагрузка
APP-201004,Отказ,2025-06-16 01:13:08,Высокая долговая нагрузка
APP-201005,Одобрено,2025-02-16 21:01:10,Одобрено
APP-201007,Одобрено,2025-03-16 19:48:39,Одобрено
APP-201008,Одобрено,2025-05-19 17:23:44,Одобрено
APP-201009,Одобрено,2025-06-26 11:43:24,Одобрено
APP-201010,Отказ,2025-03-04 18:28:20,Скоринговый балл ниже порога
APP-201011,Отказ,2025-07-06 13:00:08,Высокая долговая нагрузка
APP-201012,Отказ,2025-02-04 16:28:54,Скоринговый балл ниже порога
APP-201013,Отказ,2025-07-20 15:32:24,Скоринговый балл ниже порога
APP-201014,Одобрено,2025-01-11 06:36:10,Одобрено
APP-201015,Отказ,2025-01-18 13:20:49,Клиент отозвал заявку
APP-201016,Отказ,2025-07-05 18:32:47,Высокая долговая нагрузка
APP-201017,Отказ,2025-04-13 18:07:29,Скоринговый балл ниже порога
APP-201018,Одобрено,2025-05-23 09:23:45,Одобрено
APP-201019,Одобрено,2025-04-11 10:13:54,Одобрено
APP-201020,Отказ,2025-05-12 17:08:17,Неполный пакет документов
APP-201021,Отказ,2025-02-15 17:22:48,Скоринговый балл ниже порога
APP-201022,Одобрено,2025-05-14 14:59:10,Одобрено
APP-201023,Отказ,2025-04-02 20:35:22,Скоринговый балл ниже порога
APP-201024,Одобрено,2025-06-30 22:41:40,Одобрено
APP-201025,Отказ,2025-05-03 14:00:03,Клиент не явился за средствами
APP-201027,Одобрено,2025-03-23 00:35:28,Одобрено
APP-201028,Отказ,2025-01-20 23:43:26,Высокая долговая нагрузка
APP-201029,Отказ,2025-05-23 19:22:31,Скоринговый балл ниже порога
APP-201030,Отказ,2025-02-21 20:18:18,Скоринговый балл ниже порога
APP-201031,Одобрено,2025-02-17 10:36:36,Одобрено
APP-201032,Отказ,2025-03-03 15:49:43,Высокая долговая нагрузка
APP-201033,Одобрено,2025-02-21 00:38:54,Одобрено
APP-201034,Одобрено,2025-07-28 22:32:48,Одобрено
APP-201035,Одобрено,2025-05-12 08:56:19,Одобрено
APP-201036,Одобрено,2025-03-17 03:51:40,Одобрено
APP-201037,Отказ,2025-02-07 15:19:31,Скоринговый балл ниже порога
APP-201038,Отказ,2025-03-02 20:46:21,Скоринговый балл ниже порога
APP-201039,Одобрено,2025-06-14 08:37:25,Одобрено
APP-201040,Одобрено,2025-02-22 20:13:45,Одобрено
APP-201041,Отказ,2025-04-15 09:35:37,Клиент отозвал заявку
APP-201042,Одобрено,2025-04-19 17:28:04,Одобрено
APP-201043,Одобрено,2025-02-03 14:04:25,Одобрено
APP-201044,Одобрено,2025-06-16 06:56:24,Одобрено
APP-201045,Отказ,2025-05-17 20:45:03,Скоринговый балл ниже порога
APP-201046,Отказ,2025-03-18 20:42:01,Неполный пакет документов
APP-201047,Отказ,2025-03-24 12:02:04,Скоринговый балл ниже порога
APP-201048,Одобрено,2025-06-13 19:03:26,Одобрено
APP-201049,Отказ,2025-07-29 11:59:29,Высокая долговая нагрузка
APP-201050,Отказ,2025-03-31 14:57:36,Высокая долговая нагрузка
APP-201051,Отказ,2025-03-25 16:36:56,Скоринговый балл ниже порога
APP-201052,Отказ,2025-07-14 14:59:58,Высокая долговая нагрузка
APP-201054,Отказ,2025-06-01 12:36:05,Неполный пакет документов
APP-201055,Отказ,2025-04-15 12:07:36,Неполный пакет документов
APP-201056,Отказ,2025-03-20 15:15:15,Скоринговый балл ниже порога
APP-201057,Отказ,2025-03-20 16:45:37,Скоринговый балл ниже порога
APP-201058,Отказ,2025-07-08 05:34:20,Клиент не явился за средствами
APP-201059,Отказ,2025-06-15 01:33:04,Высокая долговая нагрузка
APP-201060,Одобрено,2025-06-11 10:45:45,Одобрено
APP-201061,Одобрено,2025-01-19 00:05:59,Одобрено
APP-201062,Отказ,2025-05-15 01:49:08,Скоринговый балл ниже порога
APP-201063,Одобрено,2025-01-30 06:51:16,Одобрено
APP-201064,Одобрено,2025-02-09 00:31:43,Одобрено
APP-201065,Отказ,2025-04-21 03:15:17,Клиент не явился за средствами
APP-201066,Одобрено,2025-01-13 17:10:01,Одобрено
APP-201067,Одобрено,2025-05-09 02:39:43,Одобрено
APP-201068,Отказ,2025-01-31 19:28:33,Скоринговый балл ниже порога
APP-201069,Одобрено,2025-04-08 07:43:57,Одобрено
APP-201070,Отказ,2025-05-16 14:16:28,Скоринговый балл ниже порога
APP-201071,Одобрено,2025-06-12 18:38:39,Одобрено
APP-201072,Одобрено,2025-01-22 00:14:52,Одобрено
APP-201073,Отказ,2025-07-04 12:19:33,Неполный пакет документов
APP-201074,Одобрено,2025-06-19 08:34:17,Одобрено
APP-201075,Отказ,2025-05-22 00:09:26,Скоринговый балл ниже порога
APP-201076,Отказ,2025-03-24 18:32:54,Высокая долговая нагрузка
APP-201077,Одобрено,2025-04-13 02:02:27,Одобрено
APP-201078,Отказ,2025-05-08 01:39:49,Скоринговый балл ниже порога
APP-201079,Одобрено,2025-04-02 20:40:46,Одобрено
APP-201080,Отказ,2025-06-30 18:09:37,Клиент отозвал заявку
APP-201081,Одобрено,2025-02-04 14:03:11,Одобрено
APP-201082,Одобрено,2025-01-20 14:05:30,Одобрено
APP-201083,Одобрено,2025-06-10 13:24:20,Одобрено
APP-201084,Одобрено,2025-08-04 13:43:34,Одобрено
APP-201085,Одобрено,2025-02-17 15:44:43,Одобрено
APP-201086,Отказ,2025-01-14 13:52:07,Неполный пакет документов
APP-201087,Отказ,2025-07-30 14:08:46,Клиент отозвал заявку
APP-201088,Одобрено,2025-08-04 09:58:15,Одобрено
APP-201089,Отказ,2025-07-29 18:07:24,Высокая долговая нагрузка
APP-201090,Одобрено,2025-06-02 10:20:41,Одобрено
APP-201091,Одобрено,2025-05-16 04:44:15,Одобрено
APP-201092,Отказ,2025-02-05 16:23:30,Скоринговый балл ниже порога
APP-201093,Отказ,2025-05-07 10:52:35,Высокая долговая нагрузка
APP-201094,Отказ,2025-05-23 22:44:34,Скоринговый балл ниже порога
APP-201095,Одобрено,2025-04-25 22:16:17,Одобрено
APP-201096,Одобрено,2025-02-28 12:14:55,Одобрено
APP-201097,Одобрено,2025-02-24 21:13:31,Одобрено
APP-201098,Одобрено,2025-02-01 15:58:32,Одобрено
APP-201099,Одобрено,2025-06-22 15:48:08,Одобрено
APP-201100,Одобрено,2025-04-04 16:35:39,Одобрено
APP-201101,Отказ,2025-05-31 17:37:54,Скоринговый балл ниже порога
APP-201102,Одобрено,2025-02-11 17:46:37,Одобрено
APP-201103,Отказ,2025-02-16 08:31:48,Высокая долговая нагрузка
APP-201104,Одобрено,2025-05-13 21:15:50,Одобрено
APP-201105,Одобрено,2025-04-17 16:18:46,Одобрено
APP-201106,Отказ,2025-04-16 13:48:14,Скоринговый балл ниже порога
APP-201107,Отказ,2025-03-18 00:03:04,Высокая долговая нагрузка
APP-201108,Одобрено,2025-01-20 04:48:25,Одобрено
APP-201109,Одобрено,2025-04-16 03:28:59,Одобрено
APP-201110,Одобрено,2025-04-01 09:04:24,Одобрено
APP-201111,Отказ,2025-06-15 00:28:10,Скоринговый балл ниже порога
APP-201112,Отказ,2025-07-24 15:52:38,Неполный пакет документов
APP-201113,Одобрено,2025-02-08 11:09:46,Одобрено
APP-201114,Одобрено,2025-03-25 01:14:20,Одобрено
APP-201115,Отказ,2025-04-03 03:42:16,Скоринговый балл ниже порога
APP-201116,Отказ,2025-06-14 04:48:51,Высокая долговая нагрузка
APP-201118,Отказ,2025-03-20 20:31:52,Скоринговый балл ниже порога
APP-201119,Отказ,2025-04-06 17:51:19,Клиент не явился за средствами
APP-201120,Отказ,2025-04-24 10:29:01,Высокая долговая нагрузка
APP-201121,Одобрено,2025-06-11 07:31:57,Одобрено
APP-201122,Отказ,2025-01-13 01:28:54,Скоринговый балл ниже порога
APP-201123,Одобрено,2025-03-25 11:50:02,Одобрено
APP-201124,Отказ,2025-03-09 15:14:07,Скоринговый балл ниже порога
APP-201125,Отказ,2025-07-23 16:32:03,Скоринговый балл ниже порога
APP-201126,Одобрено,2025-03-07 16:28:15,Одобрено
APP-201127,Отказ,2025-05-31 23:14:17,Высокая долговая нагрузка
APP-201128,Одобрено,2025-04-28 06:49:54,Одобрено
APP-201129,Отказ,2025-04-05 02:08:39,Скоринговый балл ниже порога
APP-201130,Отказ,2025-05-11 06:24:54,Высокая долговая нагрузка
APP-201131,Одобрено,2025-08-04 18:06:57,Одобрено
APP-201132,Одобрено,2025-04-24 18:26:38,Одобрено
APP-201133,Одобрено,2025-01-19 02:15:52,Одобрено
APP-201134,Одобрено,2025-05-23 18:35:58,Одобрено
APP-201135,Одобрено,2025-03-19 20:06:09,Одобрено
APP-201136,Отказ,2025-08-02 01:38:22,Высокая долговая нагрузка
APP-201137,Одобрено,2025-02-26 02:03:35,Одобрено
APP-201138,Отказ,2025-02-18 15:32:21,Клиент не явился за средствами
APP-201139,Отказ,2025-01-28 12:05:20,Клиент не явился за средствами
APP-201140,Отказ,2025-02-16 08:07:30,Высокая долговая нагрузка
APP-201141,Одобрено,2025-03-11 06:23:21,Одобрено
APP-201142,Одобрено,2025-03-19 11:55:03,Одобрено
APP-201143,Одобрено,2025-06-24 19:23:31,Одобрено
APP-201144,Отказ,2025-04-06 17:44:22,Скоринговый балл ниже порога
APP-201145,Одобрено,2025-01-12 10:16:12,Одобрено
APP-201146,Отказ,2025-07-26 05:48:15,Клиент отозвал заявку
APP-201147,Отказ,2025-05-15 13:32:09,Клиент отозвал заявку
APP-201148,Отказ,2025-07-31 20:49:14,Скоринговый балл ниже порога
APP-201149,Отказ,2025-07-29 15:49:58,Высокая долговая нагрузка
APP-201150,Одобрено,2025-07-14 02:29:54,Одобрено
APP-201151,Одобрено,2025-05-01 14:19:24,Одобрено
APP-201152,Отказ,2025-05-07 23:33:35,Высокая долговая нагрузка
APP-201153,Одобрено,2025-04-30 10:26:23,Одобрено
APP-201154,Отказ,2025-05-24 19:28:28,Скоринговый балл ниже порога
APP-201155,Отказ,2025-07-25 00:07:59,Высокая долговая нагрузка
APP-201156,Одобрено,2025-02-16 02:11:58,Одобрено
APP-201157,Одобрено,2025-07-31 03:31:06,Одобрено
APP-201158,Одобрено,2025-03-30 10:48:02,Одобрено
APP-201159,Отказ,2025-05-24 18:20:58,Высокая долговая нагрузка
APP-201160,Отказ,2025-01-22 15:33:20,Клиент не явился за средствами
APP-201161,Отказ,2025-02-15 19:30:58,Клиент не явился за средствами
APP-201162,Одобрено,2025-03-30 05:36:23,Одобрено
APP-201163,Отказ,2025-01-17 23:18:17,Скоринговый балл ниже порога
APP-201164,Одобрено,2025-03-03 21:32:20,Одобрено
APP-201165,Отказ,2025-07-18 07:35:46,Высокая долговая нагрузка
APP-201166,Отказ,2025-05-02 17:17:18,Скоринговый балл ниже порога
APP-201167,Одобрено,2025-06-08 08:19:04,Одобрено
APP-201168,Отказ,2025-05-05 03:47:26,Клиент отозвал заявку
APP-201169,Одобрено,2025-01-18 00:25:51,Одобрено
APP-201170,Одобрено,2025-04-28 07:21:12,Одобрено
APP-201171,Одобрено,2025-05-23 18:54:57,Одобрено
APP-201172,Одобрено,2025-02-16 03:47:45,Одобрено
APP-201173,Одобрено,2025-04-04 04:09:41,Одобрено
APP-201174,Одобрено,2025-07-04 16:35:10,Одобрено
APP-201175,Одобрено,2025-02-19 04:25:30,Одобрено
APP-201176,Отказ,2025-04-10 09:56:29,Клиент не явился за средствами
APP-201177,Отказ,2025-04-14 06:37:01,Высокая долговая нагрузка
APP-201178,Одобрено,2025-04-11 02:22:41,Одобрено
APP-201179,Отказ,2025-07-09 18:43:04,Скоринговый балл ниже порога
APP-201180,Отказ,2025-08-05 23:31:59,Клиент не явился за средствами
APP-201181,Одобрено,2025-01-12 05:09:20,Одобрено
APP-201182,Отказ,2025-02-16 22:28:28,Скоринговый балл ниже порога
APP-201183,Отказ,2025-06-10 16:40:34,Скоринговый балл ниже порога
APP-201184,Отказ,2025-02-06 00:29:24,Высокая долговая нагрузка
APP-201185,Отказ,2025-04-23 22:26:02,Скоринговый балл ниже порога
APP-201186,Отказ,2025-02-21 22:50:50,Скоринговый балл ниже порога
APP-201187,Отказ,2025-08-07 23:50:38,Высокая долговая нагрузка
APP-201188,Отказ,2025-04-20 20:45:50,Скоринговый балл ниже порога
APP-201189,Одобрено,2025-03-25 08:29:32,Одобрено
APP-201190,Одобрено,2025-04-05 21:45:55,Одобрено
APP-201191,Одобрено,2025-06-18 02:11:56,Одобрено
APP-201192,Отказ,2025-05-05 17:30:48,Скоринговый балл ниже порога
APP-201193,Отказ,2025-06-05 05:07:11,Клиент не явился за средствами
APP-201194,Одобрено,2025-03-01 17:41:08,Одобрено
APP-201195,Одобрено,2025-06-21 02:02:30,Одобрено
APP-201196,Одобрено,2025-03-11 06:19:40,Одобрено
APP-201197,Одобрено,2025-07-04 21:49:55,Одобрено
APP-201198,Отказ,2025-05-24 09:17:07,Клиент не явился за средствами
