ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-102098;31.03.2025;МП;Классический;Приволжский;100000,00;н/д;0;0;Активна
CARD-100406;22.01.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;100000.00;25.01.2025;8812.92;23139,18;Активна
CARD-102194;13.03.2025;отделение;Классический;Северо-Западный;100000,00;2025-04-09;37571,11;97597,20;Активна
CARD-100490;05.07.2025;Отделение;Классический;Центральный;75 000;18.07.2025;13696.55;29773.33;Активна
CARD-100175;08.04.2025;Сайт банка;Кэшбэк-максимум;Приволжский;500 000;26.04.2025;52 364;93382,94;Активна
CARD-100618;28.01.2025;сайт банка;Кэшбэк-максимум;Сибирский;300 000;;0;0;Активна
CARD-102043;12.06.2025;Офис банка;Классический;Южный;75 000;2025-06-24;31 917;58473.89;Активна
CARD-100151;14.06.2025;мобильное приложение;Зарплатный;Южный;500000,00;23.06.2025;122295,53;237 018;активна
CARD-100667;17.05.2025;Мобильный банк;Классический;Северо-Западный;50000,00;2025-05-23;22384,87;44796.19;Активна
CARD-101314;28.02.2025;мобильное приложение;Классический;Приволжский;100000.00;23.03.2025;19 790;53440.95;Активна
CARD-101264;13.06.2025;сайт банка;Классический;Южный;500 000;2025-07-04;169397,34;333687,85;Закрыта
CARD-100572;21.01.2025;ОТДЕЛЕНИЕ;Зарплатный;Северо-Западный;300000.00;03.02.2025;153560,82;314 849;Активна
CARD-100423;20.05.2025;Мобильное приложение;Зарплатный;Центральный;500 000;;0,00;0;Заблокирована
CARD-102231;2025-05-17;Отделение;Зарплатный;Северо-Западный;200000.00;08.06.2025;96 795;219 417;активна
CARD-101990;06.03.2025;сайт банка;Премиальный;Приволжский;100 000;2025-03-19;25826,04;85563,14;Активна
CARD-101241;07.07.2025;Партнерская сеть;Классический;Центральный;100 000;2025-08-01;43875.44;80425.61;Активна
CARD-102003;19.04.2025;Отделение;Зарплатный;Сибирский;500000.00;01.05.2025;248 397;837869,39;Закрыта
CARD-101686;06.04.2025;Мобильный банк;Премиальный;Центральный;50000,00;14.04.2025;22153.31;44485,27;активна
CARD-100434;13.07.2025;ОТДЕЛЕНИЕ;Классический;Центральный;100 000;;;0,00;Активна
CARD-101395;05.07.2025;мобильное приложение;Премиальный;Северо-Западный;300 000;17.07.2025;80383.40;257761,35;активна
CARD-102155;25.02.2025;Мобильное приложение;Классический;Центральный;300 000;2025-05-03;;57357.77;Активна
CARD-100965;17.03.2025;мобильное приложение;Кэшбэк-максимум;Северо-Западный;50000,00;2025-04-20;0;5009,85;Активна
CARD-100292;2025-07-15;МП;Классический;Центральный;150 000;19.07.2025;72480.66;184 528;Активна
CARD-100108;26.02.2025;Мобильный банк;Классический;Северо-Западный;200000,00;2025-03-02;87 755;293 758;Закрыта
CARD-101973;2025-07-24;Веб-сайт;Кэшбэк-максимум;Приволжский;50000,00;02.08.2025;9764.35;26 903;Активна
CARD-100694;06.04.2025;МП;Классический;Южный;500 000;13.04.2025;132 444;267 339;Активна
CARD-102096;2025-01-18;Партнёр;Зарплатный;Центральный;100 000;25.03.2025;;10876,32;Заблокирована
CARD-100579;28.03.2025;Партнерская сеть;Премиальный;Приволжский;50000.00;;0,00;0,00;Активна
CARD-100877;2025-07-14;отделение;Зарплатный;Приволжский;300000,00;19.07.2025;59924.80;202630,02;Активна
CARD-100957;25.05.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;150000.00;2025-06-01;65 204;208 400;Активна
CARD-101851;2025-05-15;Отделение ;Классический;Южный;75000.00;;0,00;0;Активна
CARD-100609;12.03.2025;Отделение;Классический;Южный;75000.00;н/д;;;активна
CARD-101762;01.02.2025;Офис банка;Классический;Южный;200 000;24.02.2025;32 303;82 790;Закрыта
CARD-100013;10.06.2025;мобильное приложение;Премиальный;Приволжский;100 000;15.06.2025;16954,53;27579.65;Активна
CARD-101563;26.05.2025;Сайт банка;Зарплатный;Центральный;300000,00;н/д;0;;Закрыта
CARD-101272;28.06.2025;Партнёрская сеть;Кэшбэк-максимум;Северо-Западный;50 000;2025-06-28;9 178;17819,65;Активна
CARD-100042;19.03.2025;отделение;Премиальный;Северо-Западный;50 000;19.03.2025;6 641;11 378;Активна
CARD-100493;19.01.2025;Партнёр;Кэшбэк-максимум;Центральный;500 000;;0,00;0;Активна
CARD-101250;2025-07-24;Мобильный банк;Зарплатный;Центральный;200 000;17.08.2025;108720,25;197 582;Активна
CARD-102394;07.03.2025;Отделение ;Зарплатный;Северо-Западный;100000.00;17.03.2025;24054.67;68907,68;Заблокирована
CARD-100477;2025-07-12;ОТДЕЛЕНИЕ;Классический;Центральный;75 000;17.10.2025;0;12420.25;Активна
CARD-101380;26.05.2025;Веб-сайт;Премиальный;Центральный;500000.00;27.05.2025;49536,15;85964.70;активна
CARD-100355;04.06.2025;мобильное приложение;Классический;Центральный;200 000;03.07.2025;23830.27;63 575;Активна
CARD-100183;02.02.2025;Веб-сайт;Зарплатный;Приволжский;200000.00;2025-02-20;50289.55;147973.76;Активна
CARD-100721;05.03.2025;мобильное приложение;Кэшбэк-максимум;Северо-Западный;300000.00;2025-03-16;130169,02;360 202;Активна
CARD-101897;11.04.2025;Отделение;Классический;Приволжский;500000,00;;0;;Активна
CARD-101697;11.07.2025;Веб-сайт;Классический;Приволжский;50000.00;08.08.2025;9009.20;22273.69;Заблокирована
CARD-101348;19.05.2025;сайт банка;Кэшбэк-максимум;Южный;150000,00;;0,00;;Активна
CARD-101232;21.07.2025;Партнерская сеть;Зарплатный;Сибирский;500 000;;0;0;Активна
CARD-101850;2025-01-17;Отделение ;Зарплатный;Северо-Западный;150000,00;26.01.2025;45 709;112152.02;Активна
CARD-100715;23.01.2025;Мобильный банк;Классический;Приволжский;50000.00;25.01.2025;17433.96;36 311;Закрыта
CARD-101879;29.07.2025;Отделение ;Кэшбэк-максимум;Северо-Западный;50000.00;10.08.2025;20398.84;45899.13;Активна
CARD-101941;24.05.2025;отделение;Классический;Центральный;200000.00;2025-06-06;95 286;157746,75;Активна
CARD-101320;28.01.2025;Офис банка;Классический;Центральный;50 000;2025-02-15;27 405;52001,61;Активна
CARD-101565;2025-02-23;Отделение ;Классический;Приволжский;150 000;2025-03-19;50999.36;141136,34;Заблокирована
CARD-102011;2025-05-22;МП;Классический;Центральный;100000,00;н/д;0,00;;Активна
CARD-101630;26.04.2025;Сайт банка;Классический;Центральный;50000,00;;0;;Активна
CARD-100326;13.01.2025;Отделение ;Зарплатный;Центральный;200 000;;0;0,00;Активна
CARD-102088;18.01.2025;Офис банка;Классический;Приволжский;100000.00;26.04.2025;0,00;19 094;Активна
CARD-101952;2025-01-16;Партнёр;Классический;Сибирский;500 000;;;0;Активна
CARD-101815;2025-04-06;Мобильное приложение;Классический;Южный;100000.00;02.05.2025;49507,08;159956.19;Заблокирована
CARD-100243;24.07.2025;МП;Классический;Сибирский;200 000;31.07.2025;59712,56;182 218;Активна
CARD-101174;17.05.2025;Отделение;Премиальный;Сибирский;200 000;08.06.2025;44 276;72166.60;активна
CARD-102273;04.05.2025;Офис банка;Классический;Северо-Западный;50000.00;19.05.2025;14642,61;36899.48;Активна
CARD-101993;2025-05-29;отделение;Классический;Северо-Западный;150 000;н/д;0;0;Активна
CARD-100720;11.02.2025;ОТДЕЛЕНИЕ;Премиальный;Северо-Западный;50000,00;2025-02-28;7 013;14289.22;активна
CARD-102191;20.04.2025;Мобильное приложение;Классический;Сибирский;500000,00;2025-05-10;239470,88;530 643;Активна
CARD-101293;17.02.2025;мобильное приложение;Классический;Южный;200000.00;2025-03-02;32 869;65206,98;Активна
CARD-101400;31.05.2025;сайт банка;Кэшбэк-максимум;Центральный;150 000;2025-06-28;22689,61;56982.04;Активна
CARD-100966;24.01.2025;Мобильное приложение;Зарплатный;Северо-Западный;75 000;01.02.2025;39497,99;96 775;Заблокирована
CARD-100356;2025-07-12;Веб-сайт;Зарплатный;Сибирский;50000,00;13.07.2025;17520,27;49338.72;активна
CARD-100627;2025-01-30;мобильное приложение;Классический;Северо-Западный;500000,00;;0,00;0;Активна
CARD-101998;2025-05-31;Отделение;Классический;Сибирский;200000,00;;0,00;0;Активна
CARD-101664;31.07.2025;партнёрская сеть;Классический;Приволжский;200000,00;10.08.2025;39266.19;68 480;Заблокирована
CARD-101864;29.07.2025;Мобильное приложение;Классический;Центральный;50 000;09.08.2025;27019,65;85453,39;Активна
CARD-100052;14.01.2025;Веб-сайт;Классический;Центральный;50 000;;;0;Активна
CARD-100689;2025-07-29;Сайт банка;Зарплатный;Центральный;150000.00;18.08.2025;22 345;42581,23;Активна
CARD-100912;25.03.2025;сайт банка;Премиальный;Приволжский;300000,00;30.03.2025;51840.41;171723,72;Заблокирована
CARD-100787;2025-03-31;Веб-сайт;Зарплатный;Центральный;75000.00;;0,00;;Активна
CARD-101764;2025-03-16;МП;Кэшбэк-максимум;Центральный;75000,00;;0,00;;Активна
CARD-100425;06.06.2025;отделение;Кэшбэк-максимум;Центральный;100000.00;14.06.2025;8 341;24076,79;Активна
CARD-101458;21.01.2025;Веб-сайт;Зарплатный;Сибирский;500000,00;2025-02-16;163307,27;470887,98;Заблокирована
CARD-101503;18.06.2025;сайт банка;Классический;Центральный;200 000;н/д;0;0;Активна
CARD-101653;2025-04-29;Мобильное приложение;Классический;Приволжский;100000,00;н/д;;;активна
CARD-101770;30.06.2025;Отделение;Кэшбэк-максимум;Северо-Западный;300 000;10.07.2025;77 082;220 332;Активна
CARD-100455;19.02.2025;Мобильный банк;Кэшбэк-максимум;Центральный;50 000;20.02.2025;21 725;62225,13;Активна
CARD-101193;24.06.2025;Мобильное приложение;Классический;Сибирский;150000,00;30.06.2025;19 878;63060.01;Активна
CARD-102253;11.07.2025;партнёрская сеть;Классический;Приволжский;300000.00;н/д;0,00;;Закрыта
CARD-101027;15.07.2025;Партнерская сеть;Премиальный;Приволжский;100 000;;0;0;Активна
CARD-102094;21.02.2025;МП;Классический;Центральный;100 000;2025-03-15;10 881;34672.83;Активна
CARD-101620;18.07.2025;Отделение;Зарплатный;Северо-Западный;300000,00;22.07.2025;39161,51;96279.94;активна
CARD-100797;18.01.2025;Партнёр;Классический;Северо-Западный;500000,00;;;0;Активна
CARD-100152;2025-06-30;Веб-сайт;Классический;Южный;100 000;08.08.2025;0;5440.53;Активна
CARD-101111;2025-03-10;Партнерская сеть;Зарплатный;Южный;150 000;;;0,00;Активна
CARD-100662;2025-02-05;мобильное приложение;Зарплатный;Приволжский;150000,00;17.02.2025;35440.84;95174,71;Активна
CARD-102318;09.02.2025;ОТДЕЛЕНИЕ;Классический;Северо-Западный;150000.00;06.03.2025;66270,14;187374,68;Активна
CARD-101663;26.02.2025;Сайт банка;Классический;Центральный;150 000;26.03.2025;75 178;138 515;Активна
CARD-100420;2025-04-28;Отделение ;Зарплатный;Южный;150000,00;13.05.2025;28623,42;45998.75;Активна
CARD-101601;2025-06-29;Сайт банка;Классический;Южный;150000.00;2025-07-26;30405,54;98868,78;Активна
CARD-101513;15.07.2025;ОТДЕЛЕНИЕ;Классический;Центральный;500000.00;;;0;Активна
CARD-101084;20.05.2025;МП;Зарплатный;Северо-Западный;300000.00;01.06.2025;81 864;222 821;активна
CARD-101209;01.03.2025;Офис банка;Премиальный;Северо-Западный;500000.00;12.03.2025;274876,07;487932,24;Закрыта
CARD-101191;10.06.2025;сайт банка;Зарплатный;Южный;150 000;01.07.2025;32 726;59 836;Активна
CARD-101178;2025-03-24;отделение;Кэшбэк-максимум;Центральный;500000,00;н/д;;0;Заблокирована
CARD-102187;17.04.2025;Отделение ;Кэшбэк-максимум;Сибирский;500000.00;20.04.2025;260268.13;663352.94;Активна
CARD-101342;2025-03-11;Отделение;Классический;Центральный;500000,00;;;0;Активна
CARD-100487;03.05.2025;Офис банка;Зарплатный;Южный;300 000;;0;;Активна
CARD-102110;30.04.2025;Партнерская сеть;Кэшбэк-максимум;Сибирский;150000.00;27.05.2025;69077.97;150 934;Активна
CARD-102275;13.04.2025;Партнерская сеть;Кэшбэк-максимум;Северо-Западный;300 000;06.06.2025;0;52451.67;Активна
CARD-100561;2025-04-14;Веб-сайт;Классический;Южный;100 000;27.04.2025;24 649;65039.28;активна
CARD-100894;2025-02-17;отделение;Зарплатный;Центральный;100000.00;19.02.2025;34282.34;80930.42;Активна
CARD-100861;2025-07-23;Партнерская сеть;Кэшбэк-максимум;Северо-Западный;300000.00;08.09.2025;0,00;40004.83;Активна
CARD-100026;12.03.2025;Партнёрская сеть;Премиальный;Южный;500000.00;13.03.2025;186221.44;357 888;Заблокирована
CARD-101152;26.06.2025;МП;Классический;Центральный;200 000;23.08.2025;0;39448.28;Активна
CARD-101249;03.07.2025;отделение;Зарплатный;Центральный;100 000;26.07.2025;19265,99;41734.23;Активна
CARD-100852;30.01.2025;отделение;Зарплатный;Северо-Западный;100 000;н/д;;;Активна
CARD-102050;26.02.2025;Мобильное приложение;Зарплатный;Южный;100000.00;;0;0,00;Активна
CARD-101103;08.05.2025;сайт банка;Зарплатный;Южный;75000.00;03.06.2025;18537,64;53515,44;Активна
CARD-101007;2025-06-04;Мобильный банк;Классический;Центральный;150 000;23.06.2025;53 955;108 221;Активна
CARD-102001;22.06.2025;Мобильный банк;Классический;Южный;50 000;;0;;Активна
CARD-101164;11.07.2025;Отделение ;Классический;Сибирский;300 000;;0,00;0;активна
CARD-100313;2025-07-04;Мобильный банк;Зарплатный;Южный;500 000;12.07.2025;60 642;115 592;Активна
CARD-101434;2025-03-16;Мобильное приложение;Зарплатный;Приволжский;200 000;27.03.2025;29 256;75545.77;Активна
CARD-101468;22.01.2025;Мобильное приложение;Кэшбэк-максимум;Приволжский;75 000;06.02.2025;17809,57;35 009;Активна
CARD-100322;2025-01-25;Мобильный банк;Классический;Приволжский;50000,00;2025-02-19;11 114;29832.16;Активна
CARD-100780;04.07.2025;Отделение;Зарплатный;Южный;500000.00;2025-07-27;233199,50;550 466;Активна
CARD-100205;17.06.2025;сайт банка;Зарплатный;Сибирский;100 000;н/д;0,00;0,00;Активна
CARD-101069;2025-02-11;Сайт банка;Классический;Приволжский;300 000;н/д;;0,00;Заблокирована
CARD-101418;19.06.2025;МП;Зарплатный;Северо-Западный;150 000;2025-06-29;40957,62;77825.71;Активна
CARD-100539;29.04.2025;Мобильный банк;Премиальный;Сибирский;150000.00;2025-05-27;64 021;106289.59;Заблокирована
CARD-102092;21.07.2025;партнёрская сеть;Премиальный;Приволжский;300 000;2025-08-19;66 707;210 707;Заблокирована
CARD-100412;2025-02-11;сайт банка;Кэшбэк-максимум;Сибирский;500000,00;;0,00;;Активна
CARD-100986;2025-03-02;Отделение ;Классический;Центральный;50 000;2025-03-08;23 672;62 262;Активна
CARD-101390;2025-06-25;Веб-сайт;Премиальный;Южный;100 000;;0,00;;Активна
CARD-101448;2025-01-26;Партнерская сеть;Классический;Северо-Западный;200000,00;14.02.2025;58741,52;140512.98;Активна
CARD-101640;12.02.2025;Партнёрская сеть;Классический;Северо-Западный;500 000;;0;0,00;Активна
CARD-100303;13.01.2025;Сайт банка;Кэшбэк-максимум;Приволжский;50 000;н/д;;;Активна
CARD-100996;03.03.2025;сайт банка;Классический;Сибирский;200000.00;н/д;0;0,00;активна
CARD-100827;2025-01-13;ОТДЕЛЕНИЕ;Классический;Приволжский;75000.00;2025-01-21;32 031;92426,75;Активна
CARD-100635;23.01.2025;сайт банка;Зарплатный;Центральный;75 000;13.02.2025;18 117;50 103;Активна
CARD-100454;2025-02-04;отделение;Зарплатный;Приволжский;150000.00;28.02.2025;73236,08;150 254;Активна
CARD-102370;22.03.2025;МП;Классический;Центральный;50000.00;12.04.2025;15 130;48843.85;Активна
CARD-101267;15.01.2025;Офис банка;Зарплатный;Центральный;150 000;25.01.2025;75 489;170460,93;Активна
CARD-101705;2025-05-18;Мобильное приложение;Кэшбэк-максимум;Северо-Западный;200 000;05.06.2025;76847,32;229 759;Активна
CARD-101222;21.07.2025;партнёрская сеть;Зарплатный;Сибирский;150000,00;2025-07-24;43 607;105249.64;Заблокирована
CARD-100699;2025-06-30;Мобильный банк;Зарплатный;Сибирский;200000,00;17.07.2025;77 825;179 894;Активна
CARD-100712;2025-02-21;Партнёр;Кэшбэк-максимум;Центральный;50000,00;;;0;активна
CARD-101492;29.03.2025;Офис банка;Зарплатный;Южный;150 000;25.04.2025;80584.54;230620,46;Активна
CARD-101536;2025-06-19;Отделение ;Кэшбэк-максимум;Приволжский;300 000;25.06.2025;87780,99;222 057;активна
CARD-102028;11.02.2025;Мобильное приложение;Классический;Центральный;50000.00;26.02.2025;20958,00;60398.68;Активна
CARD-101930;08.05.2025;Отделение ;Кэшбэк-максимум;Центральный;150 000;13.05.2025;48567,89;99 740;Активна
CARD-101402;2025-04-26;Офис банка;Кэшбэк-максимум;Сибирский;200 000;;0;0,00;Активна
CARD-101217;21.02.2025;Партнёрская сеть;Классический;Северо-Западный;150 000;;0;;Активна
CARD-101876;06.07.2025;Мобильное приложение;Классический;Центральный;300000,00;н/д;;0,00;активна
CARD-101550;20.06.2025;отделение;Зарплатный;Центральный;200000,00;2025-07-04;47096.71;101429,43;Активна
CARD-101451;29.06.2025;Партнёрская сеть;Классический;Северо-Западный;300 000;2025-09-01;0,00;57 888;Активна
CARD-100548;2025-05-27;Веб-сайт;Классический;Сибирский;300000,00;11.06.2025;115898,44;268456,06;Активна
CARD-102005;11.06.2025;партнёрская сеть;Классический;Центральный;200000,00;н/д;0;0,00;Активна
CARD-101721;2025-03-24;МП;Классический;Центральный;200000,00;2025-04-07;108 797;254 002;Активна
CARD-101157;16.03.2025;Офис банка;Классический;Южный;50 000;н/д;0,00;0,00;Активна
CARD-100006;2025-04-27;ОТДЕЛЕНИЕ;Классический;Приволжский;100000.00;2025-05-02;42451,77;93936,38;Активна
CARD-100496;08.05.2025;сайт банка;Классический;Центральный;100 000;н/д;0,00;0;Закрыта
CARD-100485;2025-02-09;Партнёр;Премиальный;Центральный;75 000;;;0;Закрыта
CARD-100945;2025-02-21;Мобильное приложение;Кэшбэк-максимум;Приволжский;150000,00;;0;0;Активна
CARD-101298;20.06.2025;Веб-сайт;Классический;Центральный;150000,00;;0,00;;Активна
CARD-101872;17.04.2025;Мобильное приложение;Классический;Приволжский;500000,00;22.04.2025;72523,29;226 250;Активна
CARD-101412;09.07.2025;Мобильный банк;Зарплатный;Центральный;300000,00;05.08.2025;140 265;465115,49;активна
CARD-100264;18.07.2025;МП;Премиальный;Сибирский;100000.00;2025-07-28;50 389;143735,75;Активна
CARD-102019;2025-01-15;сайт банка;Зарплатный;Приволжский;50 000;н/д;0,00;0;Активна
CARD-102233;10.03.2025;ОТДЕЛЕНИЕ;Классический;Южный;300 000;н/д;0,00;0;Активна
CARD-101932;06.03.2025;Сайт банка;Классический;Южный;150 000;27.03.2025;54 759;156966,56;активна
CARD-101150;14.01.2025;Отделение ;Классический;Южный;300000,00;н/д;;0;активна
CARD-100893;29.07.2025;Партнерская сеть;Зарплатный;Приволжский;75 000;03.08.2025;10 971;36 792;активна
CARD-100633;26.03.2025;Партнерская сеть;Зарплатный;Приволжский;100 000;04.04.2025;24 304;82477,35;Активна
CARD-101690;21.07.2025;Мобильный банк;Кэшбэк-максимум;Северо-Западный;100000,00;24.07.2025;27541.98;83 268;Активна
CARD-102311;2025-02-10;мобильное приложение;Классический;Южный;500 000;20.03.2025;0;33 110;Активна
CARD-102238;01.04.2025;Мобильное приложение;Классический;Центральный;75 000;15.04.2025;13492.40;41065,74;Активна
CARD-102051;28.06.2025;Мобильный банк;Классический;Сибирский;500000,00;2025-07-05;264459.51;888353.53;Активна
CARD-101599;2025-02-27;Партнёрская сеть;Классический;Центральный;150000.00;22.03.2025;15488,99;28386,39;Активна
CARD-100778;24.01.2025;отделение;Премиальный;Сибирский;500 000;16.02.2025;151 027;371 594;Активна
CARD-100751;20.01.2025;Партнерская сеть;Классический;Южный;500000.00;11.02.2025;265083.73;556 678;Заблокирована
CARD-100990;2025-07-17;Сайт банка;Классический;Приволжский;100 000;26.09.2025;0,00;14158.65;Активна
CARD-100435;25.01.2025;Отделение ;Классический;Сибирский;200000,00;03.02.2025;66378.32;141257.83;Заблокирована
CARD-102168;24.03.2025;Мобильный банк;Классический;Северо-Западный;75 000;25.03.2025;31 805;53 908;Активна
CARD-102358;03.07.2025;Партнёрская сеть;Зарплатный;Центральный;150000.00;;0,00;0,00;Активна
CARD-102053;12.04.2025;Партнёрская сеть;Зарплатный;Северо-Западный;300000,00;н/д;0;;Активна
CARD-100794;2025-07-02;Мобильное приложение;Зарплатный;Южный;100 000;03.07.2025;41763,35;69 476;Активна
CARD-102009;08.02.2025;Партнёрская сеть;Зарплатный;Северо-Западный;500 000;н/д;0;0;активна
CARD-101756;30.06.2025;Партнерская сеть;Зарплатный;Центральный;150 000;02.07.2025;28650,40;79 552;Активна
CARD-100023;18.04.2025;МП;Классический;Приволжский;75 000;04.05.2025;17486,39;56660,79;Активна
CARD-100868;11.02.2025;мобильное приложение;Классический;Южный;75 000;12.02.2025;19750,86;62105.54;активна
CARD-100185;2025-06-26;Сайт банка;Зарплатный;Северо-Западный;150000,00;10.07.2025;71887,03;206171,77;Активна
CARD-101028;15.06.2025;ОТДЕЛЕНИЕ;Классический;Центральный;300 000;;;0;Закрыта
CARD-101838;14.03.2025;Сайт банка;Классический;Северо-Западный;300000.00;10.04.2025;80 043;130 787;Активна
CARD-101520;01.06.2025;мобильное приложение;Классический;Северо-Западный;75 000;;0,00;0;Активна
CARD-100458;18.01.2025;Отделение;Классический;Приволжский;150000.00;21.01.2025;49 529;114285.61;Активна
CARD-101079;2025-03-18;Веб-сайт;Кэшбэк-максимум;Центральный;75000,00;;;0,00;активна
CARD-102069;20.06.2025;ОТДЕЛЕНИЕ;Зарплатный;Сибирский;75000,00;н/д;0,00;;Активна
CARD-101050;02.06.2025;Отделение;Зарплатный;Приволжский;500000,00;01.07.2025;237 827;633 723;Активна
CARD-100911;01.04.2025;Партнёрская сеть;Классический;Приволжский;150 000;2025-04-16;47277,24;93 469;Активна
CARD-102066;04.05.2025;ОТДЕЛЕНИЕ;Премиальный;Северо-Западный;150000,00;29.05.2025;25 383;81497,17;Активна
CARD-101873;22.02.2025;ОТДЕЛЕНИЕ;Зарплатный;Центральный;50 000;2025-02-24;20992,33;51785,11;Активна
CARD-100777;17.02.2025;Отделение;Классический;Приволжский;150 000;18.02.2025;22701,87;44 761;Активна
CARD-100045;2025-03-14;мобильное приложение;Зарплатный;Северо-Западный;75 000;2025-03-22;17 243;28021.10;Активна
CARD-101700;20.01.2025;отделение;Кэшбэк-максимум;Сибирский;50 000;;0;0,00;Активна
CARD-100606;2025-04-06;отделение;Зарплатный;Приволжский;150 000;06.04.2025;56 191;98298,24;Активна
CARD-100576;18.06.2025;МП;Зарплатный;Центральный;300 000;2025-06-26;159849,20;425 605;Заблокирована
CARD-101835;21.05.2025;мобильное приложение;Классический;Приволжский;50 000;15.06.2025;8 465;26861,94;Активна
CARD-101714;2025-06-21;сайт банка;Классический;Приволжский;100 000;04.07.2025;27 575;56 365;Заблокирована
CARD-101507;05.07.2025;отделение;Премиальный;Южный;75 000;24.07.2025;33 985;75926,91;Активна
CARD-101030;2025-07-05;Веб-сайт;Зарплатный;Северо-Западный;75000,00;07.07.2025;22713.88;47130,02;Активна
CARD-102250;13.05.2025;Веб-сайт;Кэшбэк-максимум;Центральный;75 000;;;;Активна
CARD-101935;26.01.2025;Партнёр;Классический;Южный;150000.00;н/д;0,00;0,00;Активна
CARD-102213;11.03.2025;Сайт банка;Классический;Центральный;300000,00;02.04.2025;89880,85;260127.24;Активна
CARD-101184;2025-02-07;мобильное приложение;Классический;Северо-Западный;150000.00;07.02.2025;66968,33;162 616;Активна
CARD-101195;21.03.2025;Отделение;Зарплатный;Приволжский;500 000;2025-03-22;136 892;446 464;активна
CARD-102388;21.03.2025;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;50000,00;;0;0;Активна
CARD-100464;20.01.2025;Веб-сайт;Классический;Южный;150 000;;0;;Активна
CARD-100158;11.05.2025;Отделение ;Классический;Южный;100000,00;2025-05-11;32097.80;86 330;Активна
CARD-100499;2025-05-31;отделение;Кэшбэк-максимум;Сибирский;500000,00;;;;Активна
CARD-100610;22.02.2025;Мобильное приложение;Классический;Центральный;100000,00;02.03.2025;35628,73;70958.64;Активна
CARD-100888;16.05.2025;Отделение;Классический;Южный;100000.00;10.06.2025;28622,45;91680.89;Активна
CARD-101666;24.01.2025;сайт банка;Кэшбэк-максимум;Приволжский;100000,00;02.02.2025;10 210;31 605;активна
CARD-100109;03.02.2025;сайт банка;Классический;Сибирский;500000,00;;0,00;;Активна
CARD-101058;18.06.2025;мобильное приложение;Премиальный;Южный;300000,00;2025-07-14;24786,15;71 500;Активна
CARD-101647;31.07.2025;Отделение;Зарплатный;Приволжский;300000,00;20.08.2025;128913,87;417984.47;Активна
CARD-101544;24.01.2025;сайт банка;Премиальный;Приволжский;100000,00;28.01.2025;18854.62;41019,98;Активна
CARD-101131;01.06.2025;партнёрская сеть;Классический;Северо-Западный;100000.00;2025-06-08;43 155;95523,17;активна
CARD-101518;25.02.2025;Веб-сайт;Кэшбэк-максимум;Сибирский;50000,00;16.03.2025;9 953;24 770;Активна
CARD-102186;2025-03-10;Отделение ;Зарплатный;Северо-Западный;500000,00;27.03.2025;60802.75;151 652;активна
CARD-102331;20.06.2025;Партнёрская сеть;Кэшбэк-максимум;Северо-Западный;100000.00;н/д;0,00;0,00;Активна
CARD-101064;14.07.2025;Партнёр;Зарплатный;Северо-Западный;500000.00;2025-09-11;0,00;23 165;активна
CARD-102107;03.06.2025;Отделение ;Классический;Центральный;150 000;11.06.2025;20034,93;33 486;Активна
CARD-101798;26.05.2025;Отделение;Кэшбэк-максимум;Сибирский;50000,00;н/д;;0,00;Заблокирована
CARD-102304;03.07.2025;Веб-сайт;Классический;Приволжский;200000,00;30.10.2025;0;9646.10;Активна
CARD-100275;2025-04-14;Отделение;Зарплатный;Приволжский;300000.00;;;;Активна
CARD-100659;2025-02-12;Отделение ;Классический;Сибирский;500 000;06.04.2025;0;25984.30;Активна
CARD-101228;2025-01-31;МП;Премиальный;Северо-Западный;200000,00;2025-02-25;68 404;147413.52;активна
CARD-101539;21.04.2025;отделение;Зарплатный;Центральный;300000,00;13.05.2025;140 864;451741,18;Активна
CARD-101122;11.06.2025;Мобильное приложение;Классический;Приволжский;300000,00;08.07.2025;99144,58;305999.46;Активна
CARD-100841;27.06.2025;Мобильный банк;Классический;Южный;500 000;н/д;0,00;0;Закрыта
CARD-100227;25.07.2025;мобильное приложение;Классический;Южный;50 000;02.08.2025;12 850;40665,68;Заблокирована
CARD-102071;2025-02-05;Отделение;Классический;Южный;500000.00;17.02.2025;140 984;252700.12;Активна
CARD-101311;28.03.2025;Отделение ;Зарплатный;Приволжский;300 000;03.04.2025;132 995;329613,38;Активна
CARD-101726;22.07.2025;сайт банка;Зарплатный;Южный;100 000;08.08.2025;51 216;167111,87;активна
CARD-101557;28.01.2025;Офис банка;Зарплатный;Центральный;50000.00;;0,00;0,00;Активна
CARD-100875;04.07.2025;Мобильный банк;Кэшбэк-максимум;Сибирский;150 000;18.07.2025;37 424;101276,68;активна
CARD-100231;05.05.2025;Офис банка;Зарплатный;Приволжский;100000,00;;;0,00;Активна
CARD-102150;2025-07-30;Веб-сайт;Зарплатный;Южный;150000.00;2025-08-10;79878,11;229502.79;Заблокирована
CARD-101265;2025-05-03;мобильное приложение;Премиальный;Северо-Западный;50 000;18.05.2025;11399,37;29510,96;Активна
CARD-101143;25.02.2025;МП;Классический;Приволжский;300 000;;0,00;0;Активна
